legacy_file,legacy_url,content_type,title,meta_description,canonical,h1,template_pattern,category,brand,pdf,indexable,notes
productos.php,https://puertasyserviciosindustriales.com/150/producto/sellos-nacionales/,producto dinámico,,,,,ProductosView.php,Sellos para Anden,,https://puertasyserviciosindustriales.com/system/file.php?id=1293&type=application/pdf | https://puertasyserviciosindustriales.com/system/file.php?id=1294&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /150/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/151/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /151/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/152/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /152/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/153/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /153/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/154/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /154/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/155/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /155/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/156/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /156/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/157/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /157/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/158/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /158/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/159/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /159/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/160/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /160/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/161/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /161/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/162/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /162/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/163/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /163/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/164/producto/sintitulo/,producto dinámico,,,,,ProductosView.php,"Bumpers, semaforos y cepillos para rampa niveladora",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /164/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación; relación 0 impide certificar metadatos del detalle
productos.php,https://puertasyserviciosindustriales.com/165/producto/prueba/,producto dinámico,Prueba | Industrial | Overhead Door |  PSI | Puertas y Servicios Industriales,"Productos Prueba Marca Overhead Door |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Industrial | Overhead Door],ProductosView.php,Industrial,Overhead Door,https://puertasyserviciosindustriales.com/system/file.php?id=1355&type=application/pdf,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. ID demostrado por dump público; alias /165/producto/{getFriendlyName()}/; slug exacto pendiente de validar codificación
productos.php,https://puertasyserviciosindustriales.com/productos/categoria/1/industrial/,listado categoría,Productos Industrial |  PSI | Puertas y Servicios Industriales,"Productos Productos Industrial |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Categoria],ProductosMain.php,Industrial,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
productos.php,https://puertasyserviciosindustriales.com/productos/categoria/2/comercial/,listado categoría,Productos Comercial |  PSI | Puertas y Servicios Industriales,"Productos Productos Comercial |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Categoria],ProductosMain.php,Comercial,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
productos.php,https://puertasyserviciosindustriales.com/productos/categoria/3/equipos-y-accesorios-para-anden-de-carga/,listado categoría,Productos Equipos y Accesorios para Anden de Carga |  PSI | Puertas y Servicios Industriales,"Productos Productos Equipos y Accesorios para Anden de Carga |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Categoria],ProductosMain.php,Equipos y Accesorios para Anden de Carga,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
productos.php,https://puertasyserviciosindustriales.com/productos/categoria/4/puertas-peatonales-de-salida-de-emergencia/,listado categoría,Productos Puertas peatonales de Salida de Emergencia |  PSI | Puertas y Servicios Industriales,"Productos Productos Puertas peatonales de Salida de Emergencia |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Categoria],ProductosMain.php,Puertas peatonales de Salida de Emergencia,,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
productos.php,https://puertasyserviciosindustriales.com/productos/categoria/5/puertas-peatonales-contra-incendio-contra-explosia³n-y-blindadas/,listado categoría,"Productos Puertas peatonales contra Incendio, Contra ExplosiÃ³n y Blindadas |  PSI | Puertas y Servicios Industriales","Productos Productos Puertas peatonales contra Incendio, Contra ExplosiÃ³n y Blindadas |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Categoria],ProductosMain.php,"Puertas peatonales contra Incendio, Contra ExplosiÃ³n y Blindadas",,,UNKNOWN,URL probable derivada del dump y validStringForUrl; no observada por HTTP; revisar bytes/codificación. URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
categorias.php,https://puertasyserviciosindustriales.com/5/categoria/puertas-peatonales-contra-incendio-contra-explosia³n-y-blindadas/,categoría padre,"Puertas peatonales contra Incendio, Contra ExplosiÃ³n y Blindadas | Soluciones  |  PSI | Puertas y Servicios Industriales","Soluciones de Productos Puertas peatonales contra Incendio, Contra ExplosiÃ³n y Blindadas |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Soluciones],CategoriasMain.php,"Puertas peatonales contra Incendio, Contra ExplosiÃ³n y Blindadas",,,UNKNOWN,URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
